,month,Abstract,Full,Pdf,metric_link,status_code
914,May 2020Jun 2020,1152,0,406,https://medrxiv.org/content/10.1101/2020.04.29.20085621v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.29.20085621v1.article-metrics,400
915,Oct 2020Nov 2020,7089,124,911,https://biorxiv.org/content/10.1101/2020.10.07.328302v1.article-metricshttps://biorxiv.org/content/10.1101/2020.10.07.328302v1.article-metrics,400
916,Jun 2020Jul 2020,10885,,2588,https://medrxiv.org/content/10.1101/2020.06.27.20141689v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.27.20141689v2.article-metrics,400
917,Jun 2020Jul 2020,716,,191,https://medrxiv.org/content/10.1101/2020.06.06.20123505v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.06.20123505v1.article-metrics,400
918,Sep 2020Oct 2020,566,,297,https://medrxiv.org/content/10.1101/2020.09.23.20199877v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.23.20199877v1.article-metrics,400
919,May 2020Jun 2020,949,0,378,https://medrxiv.org/content/10.1101/2020.05.11.20098517v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.11.20098517v1.article-metrics,400
920,Aug 2020Sep 2020,846,,310,https://medrxiv.org/content/10.1101/2020.08.04.20161067v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.04.20161067v1.article-metrics,400
921,Sep 2020Oct 2020,1400,,416,https://medrxiv.org/content/10.1101/2020.09.11.20192484v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.11.20192484v1.article-metrics,400
922,Apr 2020May 2020,892,0,238,https://medrxiv.org/content/10.1101/2020.04.21.20074641v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.21.20074641v1.article-metrics,400
923,Jun 2020Jul 2020,703,,232,https://medrxiv.org/content/10.1101/2020.06.14.20130732v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.14.20130732v1.article-metrics,400
924,Jul 2020Aug 2020,3504,,942,https://medrxiv.org/content/10.1101/2020.07.12.20151084v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.12.20151084v1.article-metrics,400
925,Jul 2020Aug 2020,11278,,1348,https://medrxiv.org/content/10.1101/2020.07.20.20157149v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.20.20157149v1.article-metrics,400
926,Jul 2020Aug 2020,903,,198,https://medrxiv.org/content/10.1101/2020.07.23.20153932v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.23.20153932v1.article-metrics,400
927,Mar 2020Apr 2020,3697,0,2205,https://medrxiv.org/content/10.1101/2020.03.22.20040642v4.article-metricshttps://medrxiv.org/content/10.1101/2020.03.22.20040642v4.article-metrics,400
928,Apr 2020May 2020,189234,0,17235,https://medrxiv.org/content/10.1101/2020.04.24.20075838v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.24.20075838v1.article-metrics,400
929,Jun 2020Jul 2020,765,,358,https://medrxiv.org/content/10.1101/2020.05.28.20116046v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.28.20116046v1.article-metrics,400
930,Sep 2020Oct 2020,835,,280,https://medrxiv.org/content/10.1101/2020.09.29.20204131v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.29.20204131v1.article-metrics,400
931,Jul 2020Aug 2020,1337,,714,https://medrxiv.org/content/10.1101/2020.07.09.20149864v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.09.20149864v1.article-metrics,400
932,Feb 2020Mar 2020,3507,0,1753,https://medrxiv.org/content/10.1101/2020.02.11.20022053v1.article-metricshttps://medrxiv.org/content/10.1101/2020.02.11.20022053v1.article-metrics,400
933,Apr 2020May 2020,4206,549,1625,https://biorxiv.org/content/10.1101/2020.04.18.045963v1.article-metricshttps://biorxiv.org/content/10.1101/2020.04.18.045963v1.article-metrics,400
934,Aug 2020Sep 2020,1796,,316,https://medrxiv.org/content/10.1101/2020.08.21.20179358v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.21.20179358v1.article-metrics,400
935,Jun 2020Jul 2020,1411,124,261,https://biorxiv.org/content/10.1101/2020.06.03.131987v1.article-metricshttps://biorxiv.org/content/10.1101/2020.06.03.131987v1.article-metrics,400
936,Apr 2020May 2020,1390,0,1014,https://medrxiv.org/content/10.1101/2020.04.23.20076489v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.23.20076489v1.article-metrics,400
937,Oct 2020Nov 2020,1317,3,223,https://medrxiv.org/content/10.1101/2020.09.30.20204727v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.30.20204727v1.article-metrics,400
938,Feb 2020Mar 2020,6971,0,3626,https://medrxiv.org/content/10.1101/2020.02.14.20023036v1.article-metricshttps://medrxiv.org/content/10.1101/2020.02.14.20023036v1.article-metrics,400
939,Aug 2020Sep 2020,627,0,173,https://medrxiv.org/content/10.1101/2020.08.14.20174433v2.article-metricshttps://medrxiv.org/content/10.1101/2020.08.14.20174433v2.article-metrics,400
940,Aug 2020Sep 2020,1238,,314,https://medrxiv.org/content/10.1101/2020.08.04.20168518v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.04.20168518v1.article-metrics,400
941,Mar 2020Apr 2020,16341,0,2677,https://medrxiv.org/content/10.1101/2020.03.26.20044420v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.26.20044420v1.article-metrics,400
942,May 2020Jun 2020,1901,98,463,https://biorxiv.org/content/10.1101/2020.05.12.092163v2.article-metricshttps://biorxiv.org/content/10.1101/2020.05.12.092163v2.article-metrics,400
943,May 2020Jun 2020,4507,,965,https://medrxiv.org/content/10.1101/2020.05.28.20116467v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.28.20116467v1.article-metrics,400
944,Jun 2020Jul 2020,1719,,675,https://medrxiv.org/content/10.1101/2020.06.24.20138198v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.24.20138198v2.article-metrics,400
945,Oct 2020Nov 2020,643,1,106,https://medrxiv.org/content/10.1101/2020.10.06.20207589v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.06.20207589v1.article-metrics,400
946,Jun 2020Jul 2020,3491,,944,https://medrxiv.org/content/10.1101/2020.06.05.20122622v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.05.20122622v1.article-metrics,400
947,Mar 2020Apr 2020,1310267,0,113429,https://medrxiv.org/content/10.1101/2020.03.11.20031096v2.article-metricshttps://medrxiv.org/content/10.1101/2020.03.11.20031096v2.article-metrics,400
948,Mar 2020Apr 2020,4923,0,2359,https://medrxiv.org/content/10.1101/2020.03.12.20034678v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.12.20034678v1.article-metrics,400
949,Sep 2020Oct 2020,700,,153,https://medrxiv.org/content/10.1101/2020.08.26.20182246v2.article-metricshttps://medrxiv.org/content/10.1101/2020.08.26.20182246v2.article-metrics,400
950,Sep 2020Oct 2020,719,,206,https://medrxiv.org/content/10.1101/2020.09.12.20193284v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.12.20193284v1.article-metrics,400
951,Apr 2020May 2020,1232,0,558,https://medrxiv.org/content/10.1101/2020.04.21.20072637v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.21.20072637v1.article-metrics,400
952,Apr 2020May 2020,7342,373,2689,https://biorxiv.org/content/10.1101/2020.04.29.067983v3.article-metricshttps://biorxiv.org/content/10.1101/2020.04.29.067983v3.article-metrics,400
953,Jul 2020Aug 2020,576,,133,https://medrxiv.org/content/10.1101/2020.07.13.20153171v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.13.20153171v1.article-metrics,400
954,May 2020Jun 2020,1692,,474,https://medrxiv.org/content/10.1101/2020.05.25.20105213v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.25.20105213v1.article-metrics,400
955,May 2020Jun 2020,1775,0,502,https://medrxiv.org/content/10.1101/2020.05.09.20095919v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.09.20095919v1.article-metrics,400
956,Jul 2020Aug 2020,1135,,312,https://medrxiv.org/content/10.1101/2020.07.15.20154559v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.15.20154559v1.article-metrics,400
957,Jun 2020Jul 2020,962,,529,https://medrxiv.org/content/10.1101/2020.05.31.20118745v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.31.20118745v2.article-metrics,400
958,Jun 2020Jul 2020,819,,369,https://medrxiv.org/content/10.1101/2020.05.31.20118372v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.31.20118372v1.article-metrics,400
959,Aug 2020Sep 2020,1066,,398,https://medrxiv.org/content/10.1101/2020.08.05.20168682v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.05.20168682v1.article-metrics,400
960,Jul 2020Aug 2020,969,24,140,https://biorxiv.org/content/10.1101/2020.07.23.217083v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.23.217083v1.article-metrics,400
961,Sep 2020Oct 2020,5265,377,832,https://biorxiv.org/content/10.1101/2020.09.09.290718v1.article-metricshttps://biorxiv.org/content/10.1101/2020.09.09.290718v1.article-metrics,400
962,Jun 2020Jul 2020,1319,,334,https://medrxiv.org/content/10.1101/2020.06.25.20139840v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.25.20139840v1.article-metrics,400
963,Apr 2020May 2020,1078,0,291,https://medrxiv.org/content/10.1101/2020.04.02.20050914v2.article-metricshttps://medrxiv.org/content/10.1101/2020.04.02.20050914v2.article-metrics,400
964,Sep 2020Oct 2020,360,,131,https://medrxiv.org/content/10.1101/2020.09.21.20199117v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.21.20199117v1.article-metrics,400
965,Apr 2020May 2020,1267,104,350,https://biorxiv.org/content/10.1101/2020.04.20.050088v1.article-metricshttps://biorxiv.org/content/10.1101/2020.04.20.050088v1.article-metrics,400
966,Oct 2020Nov 2020,372,2,118,https://medrxiv.org/content/10.1101/2020.10.22.20218057v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.22.20218057v1.article-metrics,400
967,Jun 2020Jul 2020,2482,230,1183,https://biorxiv.org/content/10.1101/2020.06.18.160614v1.article-metricshttps://biorxiv.org/content/10.1101/2020.06.18.160614v1.article-metrics,400
968,Jul 2020Aug 2020,5295,,1965,https://medrxiv.org/content/10.1101/2020.07.02.20145185v2.article-metricshttps://medrxiv.org/content/10.1101/2020.07.02.20145185v2.article-metrics,400
969,Jul 2020Aug 2020,772,,189,https://medrxiv.org/content/10.1101/2020.07.21.20158873v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.21.20158873v1.article-metrics,400
970,Apr 2020May 2020,3074,0,3304,https://medrxiv.org/content/10.1101/2020.04.08.20057463v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.08.20057463v1.article-metrics,400
971,Jul 2020Aug 2020,842,,242,https://medrxiv.org/content/10.1101/2020.07.15.20154385v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.15.20154385v1.article-metrics,400
972,May 2020Jun 2020,1858,262,607,https://biorxiv.org/content/10.1101/2020.05.08.084061v1.article-metricshttps://biorxiv.org/content/10.1101/2020.05.08.084061v1.article-metrics,400
973,Jun 2020Jul 2020,780,0,207,https://medrxiv.org/content/10.1101/2020.06.27.20141747v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.27.20141747v2.article-metrics,400
974,Aug 2020Sep 2020,951,,273,https://medrxiv.org/content/10.1101/2020.08.03.20164897v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.03.20164897v1.article-metrics,400
975,May 2020Jun 2020,1086,0,322,https://medrxiv.org/content/10.1101/2020.05.19.20086488v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.19.20086488v1.article-metrics,400
976,Jun 2020Jul 2020,1650,,470,https://medrxiv.org/content/10.1101/2020.06.01.20118943v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.01.20118943v1.article-metrics,400
977,May 2020Jun 2020,4231,0,1405,https://medrxiv.org/content/10.1101/2020.05.11.20092338v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.11.20092338v2.article-metrics,400
978,Jul 2020Aug 2020,1239,,372,https://medrxiv.org/content/10.1101/2020.07.11.20148486v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.11.20148486v1.article-metrics,400
979,Jul 2020Aug 2020,1700,,372,https://medrxiv.org/content/10.1101/2020.07.22.20160168v2.article-metricshttps://medrxiv.org/content/10.1101/2020.07.22.20160168v2.article-metrics,400
980,Aug 2020Sep 2020,530,,276,https://medrxiv.org/content/10.1101/2020.08.15.20158725v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.15.20158725v1.article-metrics,400
981,Aug 2020Sep 2020,1789,66,357,https://biorxiv.org/content/10.1101/2020.08.12.247825v1.article-metricshttps://biorxiv.org/content/10.1101/2020.08.12.247825v1.article-metrics,400
982,Aug 2020Sep 2020,1422,0,1735,https://medrxiv.org/content/10.1101/2020.08.24.20180927v3.article-metricshttps://medrxiv.org/content/10.1101/2020.08.24.20180927v3.article-metrics,400
983,Mar 2020Apr 2020,4339,603,1810,https://biorxiv.org/content/10.1101/2020.03.13.991083v2.article-metricshttps://biorxiv.org/content/10.1101/2020.03.13.991083v2.article-metrics,400
984,Jun 2020Jul 2020,802,,157,https://medrxiv.org/content/10.1101/2020.06.06.20123901v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.06.20123901v1.article-metrics,400
985,Aug 2020Sep 2020,1473,,320,https://medrxiv.org/content/10.1101/2020.08.10.20171348v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.10.20171348v1.article-metrics,400
986,Apr 2020May 2020,1138,0,388,https://medrxiv.org/content/10.1101/2020.04.16.20068031v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.16.20068031v1.article-metrics,400
987,Apr 2020May 2020,2946,0,2232,https://medrxiv.org/content/10.1101/2020.04.13.20063941v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.13.20063941v1.article-metrics,400
988,Jun 2020Jul 2020,3556,,848,https://medrxiv.org/content/10.1101/2020.06.04.20121434v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.04.20121434v2.article-metrics,400
989,Jun 2020Jul 2020,729,,204,https://medrxiv.org/content/10.1101/2020.06.29.20142513v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.29.20142513v1.article-metrics,400
990,Sep 2020Oct 2020,618,,229,https://medrxiv.org/content/10.1101/2020.09.04.20184523v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.04.20184523v1.article-metrics,400
991,Apr 2020May 2020,2614,361,1164,https://biorxiv.org/content/10.1101/2020.04.17.047324v1.article-metricshttps://biorxiv.org/content/10.1101/2020.04.17.047324v1.article-metrics,400
992,Sep 2020Oct 2020,906,,155,https://medrxiv.org/content/10.1101/2020.09.24.20200865v2.article-metricshttps://medrxiv.org/content/10.1101/2020.09.24.20200865v2.article-metrics,400
993,May 2020Jun 2020,1284,0,520,https://medrxiv.org/content/10.1101/2020.05.08.20073239v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.08.20073239v2.article-metrics,400
994,Sep 2020Oct 2020,4934,283,1072,https://biorxiv.org/content/10.1101/2020.09.16.297366v1.article-metricshttps://biorxiv.org/content/10.1101/2020.09.16.297366v1.article-metrics,400
995,Aug 2020Sep 2020,600,,183,https://medrxiv.org/content/10.1101/2020.08.20.20178723v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.20.20178723v1.article-metrics,400
996,Jun 2020Jul 2020,1088,,483,https://medrxiv.org/content/10.1101/2020.06.01.20118893v4.article-metricshttps://medrxiv.org/content/10.1101/2020.06.01.20118893v4.article-metrics,400
997,Jun 2020Jul 2020,1033,,262,https://medrxiv.org/content/10.1101/2020.06.22.20136838v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.22.20136838v1.article-metrics,400
998,Sep 2020Oct 2020,421,,135,https://medrxiv.org/content/10.1101/2020.09.09.20191395v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.09.20191395v1.article-metrics,400
999,Jan 2020Feb 2020,15043,1729,7524,https://biorxiv.org/content/10.1101/2020.01.24.919183v2.article-metricshttps://biorxiv.org/content/10.1101/2020.01.24.919183v2.article-metrics,400
1000,May 2020Jun 2020,978,0,301,https://medrxiv.org/content/10.1101/2020.04.26.20079988v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.26.20079988v1.article-metrics,400
1001,Jul 2020Aug 2020,3297,,727,https://medrxiv.org/content/10.1101/2020.07.21.20159038v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.21.20159038v1.article-metrics,400
1002,Aug 2020Sep 2020,1273,,367,https://medrxiv.org/content/10.1101/2020.08.05.20168815v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.05.20168815v1.article-metrics,400
1003,Apr 2020May 2020,9887,0,11071,https://medrxiv.org/content/10.1101/2020.04.12.20062943v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.12.20062943v1.article-metrics,400
1004,May 2020Jun 2020,4894,0,1398,https://medrxiv.org/content/10.1101/2020.04.28.20083139v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.28.20083139v1.article-metrics,400
1005,Sep 2020Oct 2020,1099,61,276,https://biorxiv.org/content/10.1101/2020.09.28.317206v1.article-metricshttps://biorxiv.org/content/10.1101/2020.09.28.317206v1.article-metrics,400
1006,Apr 2020May 2020,1025,0,352,https://medrxiv.org/content/10.1101/2020.04.20.20072918v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.20.20072918v1.article-metrics,400
1007,Apr 2020May 2020,2047,0,565,https://medrxiv.org/content/10.1101/2020.04.23.20076455v2.article-metricshttps://medrxiv.org/content/10.1101/2020.04.23.20076455v2.article-metrics,400
1008,Jul 2020Aug 2020,847,,242,https://medrxiv.org/content/10.1101/2020.07.05.20146977v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.05.20146977v1.article-metrics,400
1009,Sep 2020Oct 2020,1436,239,750,https://biorxiv.org/content/10.1101/2020.09.09.287508v3.article-metricshttps://biorxiv.org/content/10.1101/2020.09.09.287508v3.article-metrics,400
1010,Aug 2020Sep 2020,661,,181,https://medrxiv.org/content/10.1101/2020.08.14.20175059v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.14.20175059v1.article-metrics,400
1011,Mar 2020Apr 2020,2202,433,1683,https://biorxiv.org/content/10.1101/2020.03.16.994152v2.article-metricshttps://biorxiv.org/content/10.1101/2020.03.16.994152v2.article-metrics,400
1012,Sep 2020Oct 2020,795,,196,https://medrxiv.org/content/10.1101/2020.09.05.20189142v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.05.20189142v1.article-metrics,400
1013,Apr 2020May 2020,3009,0,996,https://medrxiv.org/content/10.1101/2020.04.17.20064469v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.17.20064469v1.article-metrics,400
1014,Feb 2020Mar 2020,6252,0,6242,https://medrxiv.org/content/10.1101/2020.02.07.20021071v1.article-metricshttps://medrxiv.org/content/10.1101/2020.02.07.20021071v1.article-metrics,400
1015,May 2020Jun 2020,2114,,567,https://medrxiv.org/content/10.1101/2020.05.01.20087023v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.01.20087023v1.article-metrics,400
1016,Jun 2020Jul 2020,1377,,388,https://medrxiv.org/content/10.1101/2020.06.16.20130278v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.16.20130278v2.article-metrics,400
1017,Jul 2020Aug 2020,980,38,155,https://biorxiv.org/content/10.1101/2020.07.22.214254v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.22.214254v1.article-metrics,400
1018,Oct 2020Nov 2020,1186,67,204,https://biorxiv.org/content/10.1101/2020.10.15.325050v2.article-metricshttps://biorxiv.org/content/10.1101/2020.10.15.325050v2.article-metrics,400
1019,Jun 2020Jul 2020,1227,,293,https://medrxiv.org/content/10.1101/2020.06.11.20128306v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.11.20128306v1.article-metrics,400
1020,Aug 2020Sep 2020,646,,174,https://medrxiv.org/content/10.1101/2020.08.01.20166470v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.01.20166470v1.article-metrics,400
1021,Aug 2020Sep 2020,882,,234,https://medrxiv.org/content/10.1101/2020.08.06.20169433v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.06.20169433v1.article-metrics,400
1022,Mar 2020Apr 2020,1187,0,453,https://medrxiv.org/content/10.1101/2020.03.19.20038729v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.19.20038729v1.article-metrics,400
1023,May 2020Jun 2020,1856,,598,https://medrxiv.org/content/10.1101/2020.05.22.20109355v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.22.20109355v1.article-metrics,400
1024,Oct 2020Nov 2020,1159,38,352,https://medrxiv.org/content/10.1101/2020.10.15.20212712v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.15.20212712v1.article-metrics,400
1025,Aug 2020Sep 2020,1136,,481,https://medrxiv.org/content/10.1101/2020.08.10.20171421v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.10.20171421v1.article-metrics,400
1026,Oct 2020Nov 2020,2282,106,459,https://medrxiv.org/content/10.1101/2020.10.11.20210849v3.article-metricshttps://medrxiv.org/content/10.1101/2020.10.11.20210849v3.article-metrics,400
1027,May 2020Jun 2020,1150,,412,https://medrxiv.org/content/10.1101/2020.05.13.20101030v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.13.20101030v2.article-metrics,400
1028,Oct 2020Nov 2020,1479,21,257,https://medrxiv.org/content/10.1101/2020.10.13.20211821v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.13.20211821v1.article-metrics,400
1029,Sep 2020Oct 2020,2399,,363,https://medrxiv.org/content/10.1101/2020.09.14.20191833v2.article-metricshttps://medrxiv.org/content/10.1101/2020.09.14.20191833v2.article-metrics,400
1030,Oct 2020Nov 2020,749,131,170,https://biorxiv.org/content/10.1101/2020.10.13.308676v1.article-metricshttps://biorxiv.org/content/10.1101/2020.10.13.308676v1.article-metrics,400
1031,Sep 2020Oct 2020,814,,317,https://medrxiv.org/content/10.1101/2020.09.04.20186569v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.04.20186569v1.article-metrics,400
1032,Oct 2020Nov 2020,531,34,240,https://medrxiv.org/content/10.1101/2020.10.07.20207795v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.07.20207795v1.article-metrics,400
1033,Oct 2020Nov 2020,1704,206,592,https://biorxiv.org/content/10.1101/2020.09.30.320903v1.article-metricshttps://biorxiv.org/content/10.1101/2020.09.30.320903v1.article-metrics,400
1034,Mar 2020Apr 2020,18230,0,4841,https://medrxiv.org/content/10.1101/2020.03.23.20041889v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.23.20041889v1.article-metrics,400
1035,Jun 2020Jul 2020,1066,,329,https://medrxiv.org/content/10.1101/2020.06.25.20138602v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.25.20138602v1.article-metrics,400
1036,Mar 2020Apr 2020,5375,282,2210,https://biorxiv.org/content/10.1101/2020.03.30.015891v3.article-metricshttps://biorxiv.org/content/10.1101/2020.03.30.015891v3.article-metrics,400
1037,May 2020Jun 2020,1094,,290,https://medrxiv.org/content/10.1101/2020.05.28.20116178v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.28.20116178v1.article-metrics,400
1038,May 2020Jun 2020,1382,0,440,https://medrxiv.org/content/10.1101/2020.05.11.20095158v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.11.20095158v1.article-metrics,400
1039,Jul 2020Aug 2020,1158,,242,https://medrxiv.org/content/10.1101/2020.07.14.20153288v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.14.20153288v1.article-metrics,400
1040,Apr 2020May 2020,1121,,315,https://medrxiv.org/content/10.1101/2020.04.12.20063008v2.article-metricshttps://medrxiv.org/content/10.1101/2020.04.12.20063008v2.article-metrics,400
1041,Mar 2020Apr 2020,2752,0,1047,https://medrxiv.org/content/10.1101/2020.03.25.20043562v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.25.20043562v1.article-metrics,400
1042,Aug 2020Sep 2020,1204,,443,https://medrxiv.org/content/10.1101/2020.08.10.20171777v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.10.20171777v1.article-metrics,400
1043,Mar 2020Apr 2020,2268,0,1179,https://medrxiv.org/content/10.1101/2020.03.29.20046870v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.29.20046870v1.article-metrics,400
1044,Aug 2020Sep 2020,2520,,621,https://medrxiv.org/content/10.1101/2020.08.03.20167403v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.03.20167403v1.article-metrics,400
1045,Jun 2020Jul 2020,1312,,323,https://medrxiv.org/content/10.1101/2020.06.22.20137588v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.22.20137588v1.article-metrics,400
1046,Jul 2020Aug 2020,1774,140,483,https://biorxiv.org/content/10.1101/2020.07.06.190413v2.article-metricshttps://biorxiv.org/content/10.1101/2020.07.06.190413v2.article-metrics,400
1047,May 2020Jun 2020,1620,0,553,https://medrxiv.org/content/10.1101/2020.04.28.20077602v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.28.20077602v1.article-metrics,400
1048,May 2020Jun 2020,3337,,4525,https://medrxiv.org/content/10.1101/2020.05.13.20101071v3.article-metricshttps://medrxiv.org/content/10.1101/2020.05.13.20101071v3.article-metrics,400
1049,Apr 2020May 2020,1229,122,381,https://biorxiv.org/content/10.1101/2020.04.25.061200v1.article-metricshttps://biorxiv.org/content/10.1101/2020.04.25.061200v1.article-metrics,400
1050,Aug 2020Sep 2020,2968,152,663,https://biorxiv.org/content/10.1101/2020.08.04.236521v1.article-metricshttps://biorxiv.org/content/10.1101/2020.08.04.236521v1.article-metrics,400
1051,May 2020Jun 2020,1444,0,330,https://medrxiv.org/content/10.1101/2020.05.10.20097295v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.10.20097295v1.article-metrics,400
1052,Jun 2020Jul 2020,997,77,262,https://biorxiv.org/content/10.1101/2020.06.17.156679v1.article-metricshttps://biorxiv.org/content/10.1101/2020.06.17.156679v1.article-metrics,400
1053,Jul 2020Aug 2020,7931,,2246,https://medrxiv.org/content/10.1101/2020.07.15.20154112v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.15.20154112v1.article-metrics,400
1054,Apr 2020May 2020,1929,0,684,https://medrxiv.org/content/10.1101/2020.03.31.20048595v2.article-metricshttps://medrxiv.org/content/10.1101/2020.03.31.20048595v2.article-metrics,400
1055,Oct 2020Nov 2020,1604,7,302,https://medrxiv.org/content/10.1101/2020.10.09.20209379v3.article-metricshttps://medrxiv.org/content/10.1101/2020.10.09.20209379v3.article-metrics,400
1056,May 2020Jun 2020,927,0,339,https://medrxiv.org/content/10.1101/2020.04.28.20075036v2.article-metricshttps://medrxiv.org/content/10.1101/2020.04.28.20075036v2.article-metrics,400
1057,Jul 2020Aug 2020,759,,229,https://medrxiv.org/content/10.1101/2020.07.09.20150029v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.09.20150029v1.article-metrics,400
1058,Oct 2020Nov 2020,1320,591,307,https://medrxiv.org/content/10.1101/2020.10.21.20216689v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.21.20216689v1.article-metrics,400
1059,Apr 2020May 2020,9003,506,3159,https://biorxiv.org/content/10.1101/2020.04.14.040782v2.article-metricshttps://biorxiv.org/content/10.1101/2020.04.14.040782v2.article-metrics,400
1060,Aug 2020Sep 2020,809,,174,https://medrxiv.org/content/10.1101/2020.08.14.20175299v2.article-metricshttps://medrxiv.org/content/10.1101/2020.08.14.20175299v2.article-metrics,400
